generation,fitness
1,49.043883655046734
2,72.14200022561215
3,72.14200022561215
4,72.14200022561215
5,72.14200022561215
6,79.2780525389649
7,79.2780525389649
8,80.19379882219927
9,91.59941989277908
10,96.4588850294761
11,115.26779891282206
12,115.26779891282206
13,115.26779891282206
14,116.43752610112051
15,120.64579371352845
16,120.64579371352845
17,120.64579371352845
18,123.9246765287365
19,131.82374790388536
20,131.82374790388536
21,131.82374790388536
22,131.82374790388536
23,131.82374790388536
24,131.82374790388536
25,145.9448947206768
26,152.2230111874523
27,152.2230111874523
28,152.2230111874523
29,152.2230111874523
30,152.2230111874523
31,157.11100044842368
32,160.1340131030898
33,167.03693350712948
34,167.03693350712948
35,167.03693350712948
36,167.03693350712948
37,167.72185104364732
38,172.1351607924238
39,187.18742415155285
40,191.61731706728344
41,191.61731706728344
42,194.83023947374883
43,194.83023947374883
44,228.56190019707907
45,228.56190019707907
46,234.49297932081592
47,234.49297932081592
48,234.49297932081592
49,234.49297932081592
50,246.7387509281448
51,246.7387509281448
52,251.39126354992237
53,252.98581446441298
54,254.7521278602863
55,254.7521278602863
56,254.7521278602863
57,254.7521278602863
58,254.7521278602863
59,261.79845359790545
60,261.79845359790545
61,263.1337117449099
62,269.55206151841963
63,274.19413935563665
64,275.5256841032467
65,283.5010879389481
66,286.02785097507143
67,286.02785097507143
68,286.02785097507143
69,309.35621641049215
70,309.35621641049215
71,309.35621641049215
72,309.35621641049215
73,309.919998261635
74,309.919998261635
75,309.919998261635
76,318.14586533225497
77,318.14586533225497
78,325.7055628335193
79,325.7055628335193
80,325.7055628335193
81,325.7055628335193
82,328.1374736923377
83,335.86605160292737
84,335.86605160292737
85,335.86605160292737
86,363.7472894232917
87,363.7472894232917
88,363.7472894232917
89,363.7472894232917
90,363.7472894232917
91,363.7472894232917
92,370.18226775743796
93,370.18226775743796
94,370.18226775743796
95,375.91282771342026
96,376.44867867643666
97,376.44867867643666
98,382.2253733014251
99,399.86228100517366
100,399.86228100517366
101,399.86228100517366
102,399.86228100517366
103,399.86228100517366
104,408.8198755283871
105,408.8198755283871
106,416.2151083451962
107,416.97092557995245
108,416.97092557995245
109,416.97092557995245
110,416.97092557995245
111,416.97092557995245
112,416.97092557995245
113,422.9534145804901
114,428.5441190359795
115,428.5441190359795
116,428.5441190359795
117,428.5441190359795
118,429.67265799428253
119,429.67265799428253
120,429.67265799428253
121,433.1467389410812
122,433.1467389410812
123,433.1467389410812
124,439.9774505443442
125,440.5030432613482
126,440.5030432613482
127,444.90754426280324
128,448.84281505188227
129,448.84281505188227
130,448.84281505188227
131,452.97448808140814
132,452.97448808140814
133,455.6526518430969
134,460.0482743695167
135,470.9015390523764
136,470.9015390523764
137,472.62645311192136
138,472.62645311192136
139,472.62645311192136
140,472.62645311192136
141,472.62645311192136
142,475.6556999410383
143,475.6556999410383
144,475.6556999410383
145,476.6006713216131
146,480.42384157599326
147,480.42384157599326
148,495.6083574212367
149,495.6083574212367
150,495.6083574212367
151,495.6083574212367
152,495.6083574212367
153,495.6083574212367
154,495.6083574212367
155,495.6083574212367
156,495.6083574212367
157,495.6083574212367
158,500.423084101518
159,501.1777798401597
160,501.1777798401597
161,501.1777798401597
162,501.1777798401597
163,515.2466995411805
164,515.2466995411805
165,515.2466995411805
166,515.2466995411805
167,518.9336505568981
168,518.9336505568981
169,518.9336505568981
170,519.9258745960695
171,519.9258745960695
172,519.9258745960695
173,519.9258745960695
174,525.6185620506158
175,525.6185620506158
176,525.6185620506158
177,525.6185620506158
178,525.6185620506158
179,539.8628223171228
180,545.7657937485418
181,545.7657937485418
182,545.7657937485418
183,551.0135014984487
184,551.0135014984487
185,551.8340057196217
186,551.8340057196217
187,558.5173820229784
188,559.0759732536236
189,559.0759732536236
190,564.5682003304155
191,564.9214941371827
192,564.9214941371827
193,564.9214941371827
194,564.9214941371827
195,564.9214941371827
196,574.5500781878673
197,574.5500781878673
198,574.5500781878673
199,574.5500781878673
200,575.8970221096858
201,583.3024571320265
202,583.3024571320265
203,583.3024571320265
204,583.3024571320265
205,589.1278050290875
206,590.4767040767548
207,590.4767040767548
208,590.4767040767548
209,598.8186496684823
210,598.8186496684823
211,598.8186496684823
212,598.8186496684823
213,598.8186496684823
214,598.8186496684823
215,601.90222493851
216,601.90222493851
217,601.90222493851
218,601.90222493851
219,601.90222493851
220,601.90222493851
221,601.90222493851
222,605.8347094047851
223,605.8347094047851
224,605.8347094047851
225,605.8347094047851
226,605.8347094047851
227,605.8347094047851
228,605.8347094047851
229,605.8347094047851
230,605.8347094047851
231,606.7780543878704
232,608.4575268927026
233,608.4575268927026
234,611.5504553196492
235,611.5504553196492
236,612.4966985423448
237,615.5418868745596
238,615.5418868745596
239,615.5418868745596
240,615.5418868745596
241,615.5418868745596
242,620.4044915134443
243,620.4044915134443
244,620.4044915134443
245,620.4044915134443
246,620.4044915134443
247,620.4044915134443
248,620.4044915134443
249,620.4044915134443
250,620.4044915134443
251,620.4044915134443
252,620.7436586008052
253,667.1781002780352
254,667.1781002780352
255,667.1781002780352
256,667.1781002780352
257,667.1781002780352
258,667.1781002780352
259,667.1781002780352
260,667.1781002780352
261,667.1781002780352
262,667.1781002780352
263,667.1781002780352
264,667.1781002780352
265,667.1781002780352
266,670.0480215708565
267,671.1655176875037
268,671.1655176875037
269,679.8785504043558
270,679.8785504043558
271,679.8785504043558
272,679.8785504043558
273,684.4098203919904
274,688.2624419669907
275,688.2624419669907
276,694.2503569177721
277,694.2503569177721
278,694.2503569177721
279,694.2503569177721
280,694.2503569177721
281,694.2503569177721
282,694.2503569177721
283,694.2503569177721
284,694.2503569177721
285,694.2503569177721
286,699.5643996984242
287,716.1040586105332
288,716.1040586105332
289,716.1040586105332
290,716.1040586105332
291,716.1040586105332
292,719.8726369754488
293,719.8726369754488
294,725.7110685871711
