generation,fitness
1,8.567791120449721
2,8.567791120449721
3,8.567791120449721
4,8.567791120449721
5,8.75504517287869
6,9.25448145051529
7,10.749853029620018
8,10.749853029620018
9,10.749853029620018
10,10.782223265876684
11,10.782223265876684
12,10.925842774033185
13,10.925842774033185
14,10.925842774033185
15,10.925842774033185
16,10.925842774033185
17,10.925842774033185
18,11.376511428107824
19,11.376511428107824
20,11.376511428107824
21,12.3358082325824
22,12.3358082325824
23,12.3358082325824
24,12.3358082325824
25,12.3358082325824
26,12.3358082325824
27,12.3358082325824
28,12.39824671547957
29,13.054867167645872
30,13.054867167645872
31,13.054867167645872
32,13.054867167645872
33,13.054867167645872
34,13.054867167645872
35,13.054867167645872
36,13.054867167645872
37,13.054867167645872
38,13.106146781582874
39,13.106146781582874
40,13.164601032174895
41,13.164601032174895
42,13.164601032174895
43,13.630627501197147
44,13.630627501197147
45,13.651436354461314
46,14.947212652156177
47,14.947212652156177
48,14.947212652156177
49,14.947212652156177
50,14.947212652156177
51,14.947212652156177
52,14.947212652156177
53,14.947212652156177
54,14.971289063494568
55,15.237859391342345
56,15.336891591435043
57,15.336891591435043
58,15.76995899199504
59,15.76995899199504
60,15.76995899199504
61,15.76995899199504
62,15.76995899199504
63,15.76995899199504
64,15.76995899199504
65,15.964594941638278
66,15.964594941638278
67,16.671443362085206
68,16.671443362085206
69,16.671443362085206
70,17.026408491430846
71,17.026408491430846
72,17.148404285745876
73,17.682787314584974
74,17.682787314584974
75,17.682787314584974
76,17.87392776149649
77,17.87392776149649
78,17.898708957946358
79,18.168640889568692
80,18.168640889568692
81,18.168640889568692
82,18.168640889568692
83,18.294145184218713
84,18.294145184218713
85,18.294145184218713
86,18.294145184218713
87,19.095426615175544
88,19.095426615175544
89,19.095426615175544
90,19.095426615175544
91,19.1376010854109
92,19.1376010854109
93,19.30641061034667
94,19.760110163327
95,19.760110163327
96,19.760110163327
97,19.842505663098123
98,19.842505663098123
99,20.020003257609755
100,20.020003257609755
101,20.115294256914307
102,20.115294256914307
103,20.174558259161447
104,20.35154162532416
105,21.18024652179691
106,21.18024652179691
107,21.18024652179691
108,21.18024652179691
109,21.18024652179691
110,21.18024652179691
111,21.18024652179691
112,21.18024652179691
113,21.18024652179691
114,21.18024652179691
115,21.319976343460755
116,21.562710927419662
117,21.562710927419662
118,21.81591478431105
119,21.81591478431105
120,21.81591478431105
121,21.81591478431105
122,21.81591478431105
123,21.81591478431105
124,21.81591478431105
125,21.946448607516118
126,21.946448607516118
127,22.148018645461367
128,22.148018645461367
129,22.148018645461367
130,22.20345432203946
131,22.20345432203946
132,22.20345432203946
133,22.20345432203946
134,22.850910096543235
135,22.850910096543235
136,22.850910096543235
137,22.850910096543235
138,22.850910096543235
139,22.989710376542927
140,22.989710376542927
141,22.989710376542927
142,22.989710376542927
143,22.989710376542927
144,22.99062258842478
145,22.99062258842478
146,23.39599320987027
147,23.39599320987027
148,23.39599320987027
149,23.39599320987027
150,23.39599320987027
151,23.39599320987027
152,23.39599320987027
153,23.39599320987027
154,24.07504839181156
